customer_id,customer_name,email,country,signup_date,customer_type,age,updated_at
6037,Erica Meyer,wendygraham@example.com,UK,2025-10-04,Premium,,2026-07-19 13:22:08.122353
6038,Mary Henderson,kimberlygibbs@example.com,USA,2025-06-21,Premium,,2026-07-19 13:22:08.122353
6039,Krystal Jones,kristirivas@example.com,,2025-08-23,Standard,32.0,2026-07-19 13:22:08.122353
6040,Erika Lewis,wperez@example.net,UK,2025-09-19,Standard,29.0,2026-07-19 13:22:08.122353
6041,Susan Wood,sarahcarrillo@example.org,India,2026-06-23,premium,,2026-07-19 13:22:08.122353
6042,Michael James,johnsonmichael@example.com,USA,2023-08-07,Standard,,2026-07-19 13:22:08.122353
6043,Gabriel Kim,goodwinbrooke@example.org,Canada,2026-07-17,premium,23.0,2026-07-19 13:22:08.122353
6044,Dylan Burns,xmartin@example.org,,2022-05-03,premium,46.0,2026-07-19 13:22:08.122353
6045,Michael Shaffer,david67@example.net,USA,2024-06-16,Premium,63.0,2026-07-19 13:22:08.123353
6046,Elizabeth Walsh,rmorgan@example.org,USA,2024-08-08,Premium,,2026-07-19 13:22:08.123353
6047,Yolanda Wilson,brandi95@example.net,USA,2024-10-05,,27.0,2026-07-19 13:22:08.123353
6048,Justin Jones,dillondaniels@example.net,,2023-07-29,Standard,70.0,2026-07-19 13:22:08.123353
6049,April Briggs,cynthia27@example.org,Germany,2024-12-04,Premium,,2026-07-19 13:22:08.123353
6050,Joanne Gutierrez,jaime90@example.org,Germany,2023-06-06,Premium,,2026-07-19 13:22:08.123353
6051,Brittney Owens,kevinmorgan@example.net,UK,2025-03-14,Premium,26.0,2026-07-19 13:22:08.123353
6052,Melissa Olsen,curtisbecker@example.com,Canada,2026-06-01,premium,,2026-07-19 13:22:08.124355
6053,Melissa Washington,rodneyhart@example.com,,2021-04-05,premium,,2026-07-19 13:22:08.124355
6054,Cynthia Gordon,psmith@example.net,Canada,2023-02-10,premium,66.0,2026-07-19 13:22:08.124355
6055,Elizabeth Pratt,mercadoian@example.org,UK,2022-04-13,Premium,,2026-07-19 13:22:08.124355
6056,Mario Walker,iadams@example.com,India,2023-12-01,,,2026-07-19 13:22:08.124355
6057,Heather Horn,hillmelanie@example.org,India,2022-06-10,Standard,53.0,2026-07-19 13:22:08.124355
6058,Gregory Johnson,valerie75@example.org,USA,2026-01-26,Standard,,2026-07-19 13:22:08.124355
6059,Anthony Williams,kathryn53@example.org,USA,2022-04-23,premium,49.0,2026-07-19 13:22:08.124355
6060,Robert Oconnor,todd24@example.com,,2025-04-10,,53.0,2026-07-19 13:22:08.125358
6061,Duane Wilkins,charlesadams@example.com,,2025-09-24,Premium,,2026-07-19 13:22:08.125358
6062,Suzanne Krueger,jill87@example.net,India,2021-04-29,Standard,,2026-07-19 13:22:08.125358
6063,Christine Franco,pbrown@example.net,UK,2023-04-27,Premium,,2026-07-19 13:22:08.125358
6064,Michael Thompson,dhines@example.net,UK,2024-09-26,premium,,2026-07-19 13:22:08.125358
6065,Sharon Lang,wilsonjames@example.com,UK,2023-05-05,premium,62.0,2026-07-19 13:22:08.126356
6066,Terrance Holland,deborahwalters@example.com,UK,2022-04-16,premium,29.0,2026-07-19 13:22:08.126356
6067,Barbara Griffin,hneal@example.net,Germany,2023-03-03,,54.0,2026-07-19 13:22:08.126356
6068,Larry Dixon,yurobert@example.org,,2024-11-16,premium,,2026-07-19 13:22:08.126356
6069,Charles Gibson,coreybrown@example.com,Canada,2024-06-07,Premium,64.0,2026-07-19 13:22:08.126356
6070,Meredith Perry MD,shawn26@example.com,Germany,2024-09-08,,47.0,2026-07-19 13:22:08.126356
6071,Linda Perez,michellemcdonald@example.net,USA,2024-01-05,premium,,2026-07-19 13:22:08.126356
6072,Shannon Smith,rogerburton@example.net,Canada,2026-01-31,,38.0,2026-07-19 13:22:08.127357
6073,Nicole Page,phillipsjoshua@example.org,Germany,2024-03-23,Premium,,2026-07-19 13:22:08.127357
6074,Matthew Mitchell,marieharris@example.com,,2023-05-29,Premium,37.0,2026-07-19 13:22:08.127357
6075,Jared Avery,hflores@example.org,USA,2024-07-17,Standard,58.0,2026-07-19 13:22:08.127357
6076,Catherine Dudley,jennifer91@example.net,UK,2024-12-22,Standard,,2026-07-19 13:22:08.127357
6077,Tara Miller,andrew88@example.net,UK,2023-02-08,Standard,,2026-07-19 13:22:08.127357
6078,Cody Johnson,cassandra98@example.net,India,2025-01-14,premium,,2026-07-19 13:22:08.127357
6079,Lindsay Miller,youngkristin@example.com,USA,2024-09-26,Premium,,2026-07-19 13:22:08.127357
6080,Alexander Brown,phillipbarrera@example.org,,2025-07-07,Standard,65.0,2026-07-19 13:22:08.128362
6081,Michael Small,bdavis@example.org,India,2025-07-28,Standard,37.0,2026-07-19 13:22:08.128362
6082,Yvonne Mathis,kaylafrazier@example.net,Canada,2025-01-05,Premium,47.0,2026-07-19 13:22:08.128362
6083,Nicholas West,beckyglenn@example.net,India,2025-12-05,premium,39.0,2026-07-19 13:22:08.128362
6084,Donald Klein,johnjones@example.org,Germany,2023-03-08,Premium,,2026-07-19 13:22:08.128362
6085,Shannon Brown,kevinjackson@example.net,India,2023-12-23,premium,55.0,2026-07-19 13:22:08.129472
6086,Robert Petty,regina30@example.org,Germany,2025-07-28,,,2026-07-19 13:22:08.129472
6087,Olivia Mitchell,heathjack@example.com,Canada,2025-08-21,premium,,2026-07-19 13:22:08.129472
6088,Danielle Krause,rhonda29@example.com,Germany,2026-03-16,Standard,66.0,2026-07-19 13:22:08.129472
6089,Christopher Larson,christina61@example.org,USA,2022-11-12,Standard,,2026-07-19 13:22:08.129472
6090,Michelle Holland,lewisjoshua@example.net,,2023-03-09,premium,40.0,2026-07-19 13:22:08.130356
6091,Michael Oconnor,thompsondouglas@example.com,USA,2021-10-16,Premium,38.0,2026-07-19 13:22:08.130356
6092,Melissa Beck,robertlester@example.com,UK,2024-05-18,Standard,,2026-07-19 13:22:08.130356
6093,Melinda Wilson,howardandrew@example.org,Canada,2021-06-08,Standard,,2026-07-19 13:22:08.130356
6094,Michelle Spencer,matthewallen@example.com,Germany,2025-07-08,Premium,46.0,2026-07-19 13:22:08.130356
6095,Harold Vega,markjenkins@example.net,Canada,2023-10-29,premium,28.0,2026-07-19 13:22:08.131355
6096,Stephen Rice,jeremymartinez@example.org,USA,2026-05-26,premium,,2026-07-19 13:22:08.131355
6097,Steven Tucker,traciemiller@example.org,Germany,2023-07-06,Standard,,2026-07-19 13:22:08.131355
6098,Robert Hernandez,hernandezamber@example.net,,2025-03-13,Standard,,2026-07-19 13:22:08.132359
6099,Michelle Weber,fruiz@example.net,UK,2025-05-16,,,2026-07-19 13:22:08.132359
6100,Karen Snyder,timothygonzalez@example.com,USA,2025-11-03,premium,66.0,2026-07-19 13:22:08.132359
6101,Scott Patel,michaeljeffrey@example.net,USA,2025-11-13,Standard,55.0,2026-07-19 13:22:08.132359
6102,Oscar Morris,megan16@example.org,UK,2026-04-18,premium,,2026-07-19 13:22:08.132359
6103,Joshua Sparks,ramirezthomas@example.net,Canada,2025-07-06,Standard,,2026-07-19 13:22:08.133353
6104,Daniel Klein,ohooper@example.com,Canada,2022-10-13,Premium,24.0,2026-07-19 13:22:08.133353
6105,Robert Hall,floreszachary@example.net,,2025-03-08,Standard,41.0,2026-07-19 13:22:08.133353
6106,Mark Ramirez,erin51@example.net,Germany,2023-02-28,,23.0,2026-07-19 13:22:08.133353
6107,James Hernandez,joan45@example.org,Canada,2026-03-22,Premium,,2026-07-19 13:22:08.133353
6108,Ernest Lewis,danielle86@example.org,Germany,2025-12-28,,27.0,2026-07-19 13:22:08.133353
6109,David Mitchell,cjackson@example.org,India,2024-06-08,premium,,2026-07-19 13:22:08.133353
6110,Janet Morris,xrice@example.org,Canada,2023-09-01,premium,,2026-07-19 13:22:08.134359
6111,Joseph Barry,james03@example.com,Canada,2022-06-21,,55.0,2026-07-19 13:22:08.134359
6112,Johnny Mueller,crobinson@example.com,USA,2026-07-19,premium,,2026-07-19 13:22:08.134359
6113,Andrea Lewis,michaelnguyen@example.org,,2022-01-15,Standard,26.0,2026-07-19 13:22:08.134359
6114,Karen Cervantes,ujones@example.org,Canada,2021-02-25,,,2026-07-19 13:22:08.134359
6115,William Martin,uthomas@example.com,Germany,2021-05-30,Premium,,2026-07-19 13:22:08.134359
6116,Robert Myers,brianhester@example.net,Germany,2024-12-03,,,2026-07-19 13:22:08.134359
6117,Jeffrey Leonard,reneepeters@example.com,USA,2024-01-22,Premium,68.0,2026-07-19 13:22:08.135356
6118,Stephen Daniels,nicholsontony@example.org,UK,2024-11-21,premium,30.0,2026-07-19 13:22:08.135356
6119,Benjamin Hale,fcolon@example.org,Canada,2022-10-16,,,2026-07-19 13:22:08.135356
6120,Kara Le,cathy20@example.net,Germany,2022-07-23,,39.0,2026-07-19 13:22:08.135356
6121,Christina Johns,johnsonhenry@example.org,India,2025-07-22,,,2026-07-19 13:22:08.135356
6122,Lisa Jackson,dwayne90@example.org,Canada,2025-11-05,Premium,68.0,2026-07-19 13:22:08.135356
6123,Jermaine Murray,donaldrice@example.com,UK,2026-01-23,premium,48.0,2026-07-19 13:22:08.135356
6124,Hannah Velasquez,stevenjones@example.com,Germany,2022-11-01,Premium,69.0,2026-07-19 13:22:08.135356
6125,Shawna Mccarthy,richarddorsey@example.net,USA,2025-10-22,Standard,22.0,2026-07-19 13:22:08.135356
6126,Melissa Smith,kathleenrichardson@example.com,Germany,2023-11-13,,,2026-07-19 13:22:08.136468
6127,Teresa Weiss,matthew47@example.org,,2021-12-01,,,2026-07-19 13:22:08.136468
6128,Mary Roy,raymond45@example.org,USA,2024-09-01,Standard,26.0,2026-07-19 13:22:08.136468
6129,Victoria Swanson,morrisonchelsea@example.com,USA,2022-09-18,,,2026-07-19 13:22:08.136468
6130,Thomas Wood,alyssa04@example.net,UK,2025-09-04,Premium,,2026-07-19 13:22:08.136468
6131,Gregory Young,andrea33@example.org,,2023-08-26,premium,,2026-07-19 13:22:08.136468
6132,David Wagner,nsanders@example.com,Germany,2025-04-24,,23.0,2026-07-19 13:22:08.136468
6133,Joshua Juarez,danielle32@example.net,India,2021-10-21,Standard,,2026-07-19 13:22:08.137355
6134,Omar Barnes,richard94@example.org,USA,2026-06-05,Premium,19.0,2026-07-19 13:22:08.137355
6135,Gavin Knight,andrew70@example.com,Germany,2021-11-22,premium,67.0,2026-07-19 13:22:08.137355
6136,Lynn Mason,elizabeth10@example.org,UK,2022-05-01,Standard,33.0,2026-07-19 13:22:08.137355
6137,David Wilson,johnsonpatrick@example.com,USA,2025-09-29,premium,,2026-07-19 13:22:08.137355
6138,Thomas Franklin,alexander74@example.com,UK,2022-11-08,,42.0,2026-07-19 13:22:08.137355
6139,Scott Hill,rvaldez@example.com,USA,2021-02-07,,,2026-07-19 13:22:08.137355
6140,Joshua Le,marythompson@example.net,Canada,2023-10-18,Standard,,2026-07-19 13:22:08.137355
6141,Sandra Raymond,tatedeborah@example.org,Germany,2024-08-17,Premium,39.0,2026-07-19 13:22:08.137355
6142,Andrew Smith,fhill@example.org,UK,2025-10-07,Premium,24.0,2026-07-19 13:22:08.138362
6143,Shannon Chen,atkinslynn@example.com,India,2022-10-22,Premium,,2026-07-19 13:22:08.138362
6144,Jose Tucker,jacksondonna@example.net,India,2025-08-18,,,2026-07-19 13:22:08.138362
6145,Zachary Jackson,qdaniel@example.net,USA,2024-02-18,,68.0,2026-07-19 13:22:08.138362
6146,Michael Brooks,olsensusan@example.net,India,2026-03-11,Standard,49.0,2026-07-19 13:22:08.138362
6147,Vanessa Rios,robinfisher@example.net,India,2024-10-10,premium,32.0,2026-07-19 13:22:08.138362
6148,Toni Hodges,tanyamccoy@example.org,Germany,2021-03-22,premium,,2026-07-19 13:22:08.138362
6149,William Rodriguez,ulyons@example.net,India,2021-05-01,,,2026-07-19 13:22:08.139379
6150,Heather Vazquez,ralphcochran@example.com,Germany,2025-02-02,,,2026-07-19 13:22:08.139379
6151,Caroline Lloyd,erica11@example.org,UK,2024-02-28,Standard,,2026-07-19 13:22:08.139379
6152,Monica Delgado,juan64@example.org,UK,2024-12-07,premium,25.0,2026-07-19 13:22:08.139379
6153,Calvin Schultz,cherylpeterson@example.com,India,2024-04-07,Standard,38.0,2026-07-19 13:22:08.139379
6154,Travis Watkins,darrell07@example.com,Germany,2023-04-22,Standard,,2026-07-19 13:22:08.139379
6155,Kara Gibson,mrocha@example.com,India,2024-05-26,premium,25.0,2026-07-19 13:22:08.139379
6156,Christine Gutierrez,carolinewalker@example.net,,2026-03-30,,67.0,2026-07-19 13:22:08.139379
6157,Natasha Smith,jjones@example.net,Germany,2021-08-21,,,2026-07-19 13:22:08.140367
6158,Kelsey Heath,morriscatherine@example.com,USA,2023-03-14,Standard,,2026-07-19 13:22:08.140367
6159,Jared Smith,cwilliamson@example.com,,2026-06-05,,55.0,2026-07-19 13:22:08.140367
6160,Claudia Mcpherson,teresaellis@example.net,India,2022-09-16,premium,26.0,2026-07-19 13:22:08.140367
6161,Eileen Kelly,smithmichael@example.com,USA,2023-04-28,Premium,,2026-07-19 13:22:08.140367
6162,Gabriel Decker,kingtimothy@example.org,,2024-06-19,Premium,29.0,2026-07-19 13:22:08.140367
6163,Teresa Robbins,vstevenson@example.com,USA,2024-11-27,,47.0,2026-07-19 13:22:08.140367
6164,Cheryl Ortiz,cjensen@example.org,India,2021-06-10,premium,,2026-07-19 13:22:08.140367
6165,Steve Fuller,stevenrodriguez@example.com,USA,2024-06-14,Premium,,2026-07-19 13:22:08.141372
6166,Tara Mcdaniel,blackeric@example.com,,2022-11-15,Premium,47.0,2026-07-19 13:22:08.141372
6167,Michelle Thomas,christophermorales@example.com,USA,2025-04-04,Standard,,2026-07-19 13:22:08.141372
6168,Nicholas Nichols,bennetterica@example.com,Germany,2023-06-08,Standard,67.0,2026-07-19 13:22:08.141372
6169,Stacy Wilson,john41@example.org,USA,2024-01-21,Standard,62.0,2026-07-19 13:22:08.141372
6170,David Beasley,aarnold@example.net,UK,2022-08-19,premium,38.0,2026-07-19 13:22:08.141372
6171,Walter Bradley,hannah71@example.org,,2021-05-17,,,2026-07-19 13:22:08.141372
6172,Lucas Allen,michael02@example.net,,2024-01-20,Premium,43.0,2026-07-19 13:22:08.142352
6173,Michael Chapman,ynelson@example.net,Germany,2023-01-06,Standard,60.0,2026-07-19 13:22:08.142352
6174,Philip Patton,jacob53@example.com,UK,2024-02-27,Standard,18.0,2026-07-19 13:22:08.142352
6175,Colin Patel,heather88@example.net,Canada,2025-10-09,Standard,19.0,2026-07-19 13:22:08.142352
6176,Crystal Williams,lynnsmith@example.org,,2022-10-04,premium,,2026-07-19 13:22:08.142352
6177,Michelle Maldonado,hannahwright@example.net,USA,2024-05-16,premium,67.0,2026-07-19 13:22:08.142352
6178,Sarah Morris,pearsonjoan@example.net,USA,2022-04-30,Standard,,2026-07-19 13:22:08.142352
6179,Angela Sanchez,alexyoung@example.com,,2023-04-26,,19.0,2026-07-19 13:22:08.143355
6180,David Allen,angelaskinner@example.net,,2023-07-09,,49.0,2026-07-19 13:22:08.143355
6181,Mrs. Tara Williamson,walshlarry@example.net,,2025-05-22,,,2026-07-19 13:22:08.143355
6182,Melissa Benton,josephknapp@example.com,,2022-10-02,premium,,2026-07-19 13:22:08.143355
6183,Rodney Hayes,huntgary@example.net,Germany,2021-08-19,Standard,,2026-07-19 13:22:08.143355
6184,Marilyn Rodriguez,hmiller@example.com,Germany,2024-12-23,Premium,25.0,2026-07-19 13:22:08.143355
6185,Kimberly Mcintosh,cathyhart@example.org,USA,2025-01-30,premium,66.0,2026-07-19 13:22:08.144352
6186,Shannon Butler MD,harrisamy@example.org,UK,2021-05-01,Standard,41.0,2026-07-19 13:22:08.144352
6187,Christina Patterson,brandondurham@example.com,,2021-02-11,Premium,22.0,2026-07-19 13:22:08.144352
6188,Dr. Shane Long MD,anthony63@example.org,India,2024-11-29,,,2026-07-19 13:22:08.144352
6189,Bradley Davis,kaylabrandt@example.org,India,2022-02-19,Premium,52.0,2026-07-19 13:22:08.144352
6190,Patrick Howell,jacobcarpenter@example.com,USA,2021-03-19,Premium,,2026-07-19 13:22:08.144352
6191,Amy Leblanc,kevin32@example.net,,2026-03-02,Premium,36.0,2026-07-19 13:22:08.145357
6192,Angela Li,ilee@example.org,India,2025-03-11,Premium,,2026-07-19 13:22:08.145357
6193,Jose Butler,xwood@example.org,Germany,2021-07-15,premium,22.0,2026-07-19 13:22:08.145357
6194,Leslie Buchanan,christopherrodriguez@example.net,India,2025-06-23,Premium,35.0,2026-07-19 13:22:08.145357
6195,Melanie Medina,ashleylewis@example.net,Germany,2024-10-22,,,2026-07-19 13:22:08.145357
6196,Jennifer Cuevas,gonzalezhannah@example.net,UK,2026-04-08,Standard,20.0,2026-07-19 13:22:08.146353
6197,Brendan Robinson MD,stewartjean@example.com,Canada,2021-05-18,,,2026-07-19 13:22:08.146353
6198,Miranda Marshall,bberry@example.net,Germany,2024-12-19,,,2026-07-19 13:22:08.146353
6199,Justin Lee,ericamann@example.com,Germany,2023-06-21,premium,20.0,2026-07-19 13:22:08.146353
6200,Michael Ford,meganhobbs@example.net,UK,2026-05-04,Standard,47.0,2026-07-19 13:22:08.146353
6201,Julie Shea,marybaker@example.net,Germany,2021-07-08,Standard,48.0,2026-07-19 13:22:08.146353
6202,Thomas Ford,jeanjohnson@example.com,Germany,2026-01-09,Premium,,2026-07-19 13:22:08.146353
6203,Jessica Miller,cameron29@example.net,Germany,2022-01-25,,25.0,2026-07-19 13:22:08.146353
6204,Alan Foster,james22@example.com,UK,2023-05-07,,,2026-07-19 13:22:08.147377
6205,Daniel Butler,srangel@example.com,Germany,2024-07-20,Standard,60.0,2026-07-19 13:22:08.147377
6206,Michelle Patel,madisonjohnson@example.net,USA,2024-03-24,Premium,48.0,2026-07-19 13:22:08.147377
6207,Mark Johnson,kthomas@example.org,,2024-09-30,Premium,39.0,2026-07-19 13:22:08.147377
6208,Jason Green,proctorcatherine@example.com,India,2025-06-26,premium,40.0,2026-07-19 13:22:08.147377
6209,Michael Taylor,henry44@example.com,UK,2024-08-06,,,2026-07-19 13:22:08.147377
6210,Lindsay Kelley,bowersandrew@example.com,,2025-09-15,premium,,2026-07-19 13:22:08.147377
6211,Melissa Kane,sanchezangela@example.com,USA,2025-02-28,Standard,36.0,2026-07-19 13:22:08.147377
6212,Kenneth Griffin,johncline@example.org,Germany,2024-04-21,Standard,,2026-07-19 13:22:08.148368
6213,Michael Whitney,carterdouglas@example.com,,2023-11-05,premium,53.0,2026-07-19 13:22:08.148368
6214,Monica Sanchez,brianrodriguez@example.org,Canada,2022-09-23,premium,,2026-07-19 13:22:08.148368
6215,Martin Burton,mason62@example.com,Germany,2024-02-24,,56.0,2026-07-19 13:22:08.148368
6216,Charles Welch,evanslisa@example.org,Canada,2021-12-24,Standard,18.0,2026-07-19 13:22:08.148368
6217,Robert Cross,nicholashardy@example.org,UK,2024-08-20,Standard,,2026-07-19 13:22:08.148368
6218,Megan Hopkins,jamesmcintosh@example.com,USA,2023-11-12,,45.0,2026-07-19 13:22:08.148368
6219,Joanna Mccall,jason78@example.com,India,2024-10-09,Premium,,2026-07-19 13:22:08.148368
6220,Nancy Sheppard,patrickreed@example.net,,2022-07-26,Premium,,2026-07-19 13:22:08.149367
6221,Deborah Garcia,katieriggs@example.org,USA,2021-08-23,premium,,2026-07-19 13:22:08.149367
6222,Jason Horton,dkeith@example.net,Canada,2021-02-12,Standard,,2026-07-19 13:22:08.149367
6223,Brian Warren DVM,fieldschristopher@example.com,USA,2021-04-09,Premium,,2026-07-19 13:22:08.149367
6224,Stephen Montes,hubbardjennifer@example.org,USA,2021-07-31,Premium,,2026-07-19 13:22:08.149367
6225,Micheal Hernandez,davidshaw@example.net,USA,2023-06-08,Standard,,2026-07-19 13:22:08.149367
6226,Michael Mason MD,victoria88@example.net,Germany,2023-12-29,Premium,,2026-07-19 13:22:08.149367
6227,Andrew White,parsonsmeagan@example.com,USA,2024-10-04,Standard,,2026-07-19 13:22:08.150353
6228,Kimberly Weeks,casey04@example.net,,2023-09-21,,30.0,2026-07-19 13:22:08.150353
6229,Elizabeth Petty,nelsonbeverly@example.net,UK,2026-03-16,Premium,46.0,2026-07-19 13:22:08.150353
6230,Angela Petersen,sowens@example.com,USA,2026-02-20,Premium,70.0,2026-07-19 13:22:08.150353
6231,Joshua Gardner,amanda11@example.com,,2021-09-27,premium,27.0,2026-07-19 13:22:08.150353
6232,Katherine Jones,rdaniels@example.org,India,2022-10-06,premium,49.0,2026-07-19 13:22:08.150353
6233,Keith Martin,brittanywong@example.org,,2021-02-21,Premium,,2026-07-19 13:22:08.150353
6234,Anthony Branch,vdiaz@example.com,,2022-11-01,,48.0,2026-07-19 13:22:08.151355
6235,Cheryl Banks,johngrant@example.org,UK,2021-11-14,,,2026-07-19 13:22:08.151355
6236,Brett Mckinney,michael29@example.org,Canada,2024-06-09,premium,,2026-07-19 13:22:08.151355
6237,Allison Jackson,brittany98@example.org,India,2022-03-22,,,2026-07-19 13:22:08.151355
6238,Shelly Simmons,michaeldavies@example.net,Germany,2024-11-20,Premium,,2026-07-19 13:22:08.151355
6239,Heather Mueller,hallchristine@example.net,UK,2021-10-03,Standard,,2026-07-19 13:22:08.151355
6240,Heather Ho,latoyacollins@example.com,India,2026-06-17,Premium,,2026-07-19 13:22:08.151355
6241,Kimberly Rose,alfred65@example.com,USA,2025-08-23,premium,,2026-07-19 13:22:08.152355
6242,Pamela Macdonald,annperez@example.org,,2022-07-21,premium,,2026-07-19 13:22:08.152355
6243,Cindy Payne,iturner@example.com,UK,2025-06-04,Standard,26.0,2026-07-19 13:22:08.152355
6244,Heather Burton,kim48@example.com,UK,2026-02-14,premium,33.0,2026-07-19 13:22:08.152355
6245,Nichole Gordon,ojones@example.net,Germany,2026-06-06,premium,,2026-07-19 13:22:08.152355
6246,Michael Johnson,pgreen@example.org,Germany,2022-10-13,Standard,44.0,2026-07-19 13:22:08.152355
6247,Johnny Robinson,ajohnston@example.com,Canada,2024-09-02,,68.0,2026-07-19 13:22:08.152355
6248,Matthew Romero,david05@example.com,Canada,2021-06-16,premium,20.0,2026-07-19 13:22:08.152355
6249,Donna Jackson,toddbrooks@example.com,Canada,2026-02-28,,63.0,2026-07-19 13:22:08.152355
6250,Amber Mccormick,chambersjillian@example.org,Germany,2026-07-01,Premium,50.0,2026-07-19 13:22:08.153351
6251,Amy Campbell,nicholas94@example.com,USA,2024-04-19,premium,53.0,2026-07-19 13:22:08.153351
6252,Vernon Mcintosh,lcarroll@example.com,,2025-01-30,,,2026-07-19 13:22:08.153351
6253,Dwayne Espinoza,garzakristopher@example.com,UK,2021-05-25,Standard,,2026-07-19 13:22:08.153351
6254,Brenda Barry,kschwartz@example.com,India,2023-09-14,Standard,,2026-07-19 13:22:08.153351
6255,Christopher Johnson,stephen24@example.org,Canada,2023-03-08,Standard,,2026-07-19 13:22:08.153351
6256,Alicia Schultz,eddiesims@example.org,UK,2024-04-15,,54.0,2026-07-19 13:22:08.153351
6257,Amy Ross,lhughes@example.org,India,2024-05-23,Standard,,2026-07-19 13:22:08.153351
6258,Robert Garcia,laurie19@example.com,,2024-05-17,premium,61.0,2026-07-19 13:22:08.154352
6259,Cheryl Terrell,jennifer92@example.org,USA,2026-06-03,Standard,,2026-07-19 13:22:08.154352
6260,Jared Mays,ryanbailey@example.com,,2025-10-08,,,2026-07-19 13:22:08.154352
6261,Mark Smith,pattonjerry@example.net,USA,2022-03-08,Standard,,2026-07-19 13:22:08.154352
6262,Brandon Johnson,qperkins@example.net,UK,2024-09-05,premium,55.0,2026-07-19 13:22:08.154352
6263,Kari Cruz,cgates@example.org,,2023-10-03,Standard,36.0,2026-07-19 13:22:08.154352
6264,Crystal Pineda,bonnie73@example.net,Canada,2022-01-01,Premium,62.0,2026-07-19 13:22:08.154352
6265,Andrew Perez,othomas@example.org,Canada,2023-06-27,,60.0,2026-07-19 13:22:08.154352
6266,Carolyn Walsh,spacheco@example.com,Canada,2024-11-04,,68.0,2026-07-19 13:22:08.155355
6267,Lisa Williams,millerkyle@example.net,India,2026-01-24,Premium,,2026-07-19 13:22:08.155355
6268,Daniel Ramos,jessica27@example.com,India,2025-05-19,Standard,49.0,2026-07-19 13:22:08.155355
6269,Kristina Pacheco,vclark@example.net,Germany,2021-03-13,Standard,64.0,2026-07-19 13:22:08.155355
6270,Emily Moore,patriciagonzalez@example.net,,2022-08-24,Standard,,2026-07-19 13:22:08.155355
6271,Kelly Montgomery,oandrews@example.com,Germany,2021-10-23,Standard,42.0,2026-07-19 13:22:08.155355
6272,Maria Carter,amywhite@example.net,Canada,2026-01-17,Premium,21.0,2026-07-19 13:22:08.155355
6273,Seth Wilson,kimberly04@example.org,UK,2026-04-03,Standard,,2026-07-19 13:22:08.155355
6274,Malik Clark,xescobar@example.net,UK,2025-11-28,Premium,,2026-07-19 13:22:08.156357
6275,Maria Cox,christian41@example.org,UK,2021-02-15,Premium,29.0,2026-07-19 13:22:08.156357
6276,Joseph Hill,rnelson@example.com,India,2022-08-18,premium,,2026-07-19 13:22:08.156357
6277,Ann Edwards,stonenicole@example.com,UK,2021-08-11,Standard,57.0,2026-07-19 13:22:08.156357
6278,Jessica Hernandez,theresamacias@example.org,UK,2022-05-27,Standard,,2026-07-19 13:22:08.156357
6279,Thomas Flores,ashleyspears@example.com,,2025-04-24,,,2026-07-19 13:22:08.156357
6280,Cynthia Pruitt,daniellowe@example.org,Canada,2025-03-10,,43.0,2026-07-19 13:22:08.156357
6281,Connor Davis,butlerjonathan@example.net,UK,2021-05-30,Premium,50.0,2026-07-19 13:22:08.157353
6282,Kenneth Hendrix,jessicawood@example.net,USA,2025-10-12,,51.0,2026-07-19 13:22:08.157353
6283,Diana Wilson,lisahahn@example.com,India,2021-10-06,premium,,2026-07-19 13:22:08.157353
6284,Sean Miles,fletchertanya@example.net,,2025-02-09,,,2026-07-19 13:22:08.157353
6285,Joshua Gray,allison34@example.com,,2025-04-24,Premium,23.0,2026-07-19 13:22:08.157353
6286,Justin Finley,paynelisa@example.org,India,2022-09-24,Standard,61.0,2026-07-19 13:22:08.158359
6287,Tammy Sherman,vpeterson@example.com,Canada,2021-09-18,,49.0,2026-07-19 13:22:08.158359
6288,Cody Stone,ggarcia@example.net,UK,2024-01-14,premium,26.0,2026-07-19 13:22:08.158359
6289,Stephen Benitez,ochapman@example.com,UK,2023-04-09,Premium,,2026-07-19 13:22:08.158359
6290,Elizabeth Copeland,mccallmelanie@example.com,USA,2022-10-22,,56.0,2026-07-19 13:22:08.158359
6291,Bill Cantu DDS,sandovalmargaret@example.com,Germany,2024-04-05,premium,59.0,2026-07-19 13:22:08.159359
6292,Geoffrey Ward,rachel43@example.net,,2025-12-19,,,2026-07-19 13:22:08.159359
6293,Teresa Patterson,jakeshepherd@example.org,Germany,2023-11-12,Premium,,2026-07-19 13:22:08.159359
6294,Cynthia Green,markjohnson@example.net,Germany,2024-04-25,Standard,60.0,2026-07-19 13:22:08.159359
6295,Joseph Gomez,lisa59@example.net,Germany,2021-05-08,Standard,,2026-07-19 13:22:08.159359
6296,Angela Allen,jenniferparsons@example.org,Canada,2026-01-21,,67.0,2026-07-19 13:22:08.159359
6297,Samuel Mann,brownmichael@example.net,Germany,2021-05-13,,29.0,2026-07-19 13:22:08.159359
6298,Lisa Greer,jeffreydelgado@example.com,USA,2024-03-01,,,2026-07-19 13:22:08.159359
6299,Ashley Jensen,aperkins@example.com,UK,2021-11-21,Premium,54.0,2026-07-19 13:22:08.160359
6300,Jonathan Smith,alvarezjames@example.net,Germany,2022-12-09,,,2026-07-19 13:22:08.160359
